hs10	106390848	107014983
hs10	108323411	108914282
hs10	1218073	1769670
hs10	123738678	124004045
hs10	127693414	128067055
hs10	127719903	128067055
hs10	128584012	129140769
hs10	131155455	131455356
hs10	16905970	17211822
hs10	18469611	18870694
hs10	18469815	18870694
hs10	18589589	18870694
hs10	20145377	20609121
hs10	21114604	21503122
hs10	26263007	26541471
hs10	34440103	35143929
hs10	50696332	51041337
hs10	52420950	53725280
hs10	52504239	53725280
hs10	55250865	56231057
hs10	67349936	69125933
hs10	75580970	76139065
hs10	75606449	76139065
hs10	78299369	79067583
hs10	78314641	79067583
hs10	83625076	84735340
hs10	87349291	88116230
hs10	95743735	96078136
hs11	102485369	102855801
hs11	104986009	105289441
hs11	104986844	105358029
hs11	106063119	106394381
hs11	112337204	112641127
hs11	120036237	120362179
hs11	12652544	12922875
hs11	130745580	131711925
hs11	131285921	131711925
hs11	131790086	132318247
hs11	13940489	14246222
hs11	15948370	16380968
hs11	19691487	20099722
hs11	20647711	21553576
hs11	2422796	2826915
hs11	2439259	2826915
hs11	24475131	25060758
hs11	31487872	31761903
hs11	75203859	75532929
hs11	82843700	84312113
hs11	9756905	10272312
hs11	98397080	99732682
hs12	10924826	11215477
hs12	114880765	115199526
hs12	116375221	116777724
hs12	13605410	14024319
hs12	15366753	15641602
hs12	18305740	18692615
hs12	2032724	2677376
hs12	26379553	26877398
hs12	32151451	32422407
hs12	38435091	38785928
hs12	39372624	39750361
hs12	43188331	43556405
hs12	62524807	62823827
hs12	70952729	71345688
hs13	100902966	101166794
hs13	24844208	25493419
hs13	34414455	35144872
hs13	35243477	35603443
hs13	65774967	66702464
hs13	69172726	69580460
hs13	73158150	73606067
hs13	90848887	92317486
hs13	92677095	93853948
hs13	94470090	94751684
hs13	95541093	96289812
hs13	99056936	99342824
hs13	99539337	99980687
hs14	32478209	33340702
hs14	32478273	33340065
hs14	36218828	36711616
hs14	36736906	37090215
hs14	62243699	62581708
hs14	62248710	62638337
hs14	63389435	63762918
hs14	64947592	65279714
hs14	64949287	65279714
hs14	71469585	72100407
hs14	77939845	79400511
hs14	78815434	79400511
hs15	24799262	25451729
hs15	25673615	26018053
hs15	31390468	31945595
hs15	69905414	70197476
hs15	71131927	71382835
hs15	83724874	84093590
