hs10	100208866	100985609
hs10	105343775	105605154
hs10	11087264	11418678
hs10	11099898	11418678
hs10	114196745	114568491
hs10	116843113	117698484
hs10	12431588	12908141
hs10	13725712	14412872
hs10	14600564	14856902
hs10	24023680	24876778
hs10	24537725	24876778
hs10	25504295	25931161
hs10	311431	725606
hs10	32896656	33211796
hs10	35575958	35898672
hs10	51735351	52053743
hs10	59942909	60258851
hs10	73797103	74055905
hs10	77212524	77987132
hs10	90023600	90332988
hs10	90034695	90332950
hs11	103283124	103540237
hs11	11249001	11600128
hs11	114549554	114880451
hs11	116219329	116474203
hs11	116803698	117173186
hs11	124539768	124808493
hs11	125799612	126375701
hs11	1447268	1742077
hs11	26310253	26641412
hs11	30843061	31105751
hs11	35922187	36209417
hs11	72225438	72530739
hs11	86426712	86712216
hs11	87880625	88420838
hs11	91724909	92269283
hs12	103374907	103676013
hs12	106236326	106577549
hs12	109956211	110272739
hs12	124377114	124709542
hs12	128122225	128954166
hs12	20413463	20725148
hs12	28301399	28594365
hs12	29545025	29828959
hs12	37332268	37585687
hs12	42516228	43069807
hs12	5542080	5925659
hs12	60388309	60872818
hs12	61324030	61614932
hs12	65029065	65359020
hs12	76749199	77130921
hs12	80177486	80677240
hs12	81605064	82052194
hs12	84896655	85756776
hs12	970664	1472958
hs12	97653201	98072603
hs12	97662126	98072603
hs12	99712715	100046539
hs13	100504130	100866814
hs13	106618879	107317084
hs13	108046500	108658356
hs13	28496747	28978084
hs13	31503436	31768775
hs13	41038961	41433221
hs13	42685703	43139655
hs13	59137725	59636120
hs13	70910098	71339331
hs13	76516792	76799178
hs13	95251838	95503638
hs13	98243744	98536661
hs14	29115439	29466650
hs14	31100428	31399259
hs14	31868273	32372018
hs14	35077309	35348183
hs14	41147093	41443498
hs14	46379045	46882145
hs14	75197373	75491174
hs14	80032576	80475637
hs14	88692268	88953207
hs14	90076685	90352514
hs14	92869317	93243442
hs15	30853636	31147377
hs15	41953021	42274721
hs15	47407883	47700410
hs15	47937727	48198711
hs15	52092392	52708098
hs15	63974692	64333129
hs15	65622074	65886505
hs15	69220841	69862776
hs15	74427592	74963247
hs15	82113841	82499597
hs15	84486245	85373287
hs15	90197949	90507780
hs15	98329165	98699706
hs16	12053555	12575647
hs16	45746798	46052516
hs16	51646445	51918914
hs16	6009132	7700847
hs16	7322751	7702499
hs16	74868676	75150636
hs16	80036394	80302866
hs17	43565800	43862593
hs17	51585834	51915006
hs17	56109953	56824981
hs17	62804385	63120107
hs17	68153683	68600427
hs17	74597021	74990158
hs17	76133219	76554768
hs18	13208794	13642748
hs18	22749613	23019279
hs18	28771586	29274683
hs18	29685061	30057444
hs18	32131699	32614016
hs18	32663077	33059285
hs18	33077827	33399941
hs18	3488836	3835296
hs18	38577189	38949655
hs18	44319424	44643582
hs18	52469613	52848034
hs18	55252128	55515570
hs18	58533713	58798645
hs18	6019386	6404901
hs18	64533470	64873406
hs18	64616296	64873406
hs18	65219270	65660359
hs18	70471906	70906616
hs18	74930384	75239268
hs19	43089707	43390846
hs1	107484267	107825994
hs1	113734997	114030068
hs1	12212699	12494683
hs1	14797799	15264879
hs1	170077260	170648479
hs1	172395256	173193949
hs1	174180590	174442993
hs1	176330252	176710178
hs1	181871830	182164288
hs1	18306826	18577563
hs1	188333419	188713382
hs1	21005562	21375927
hs1	231186504	231498082
hs1	232107301	232526885
hs1	239005439	239587101
hs1	240318894	240754621
hs1	241718157	242073176
hs1	241733106	242073176
hs1	243384909	243933051
hs1	243979267	244647334
hs1	48825046	49283906
hs1	50679522	51198524
hs1	59535327	60000986
hs1	61980736	62402177
hs1	6767970	7752350
hs1	69998445	70361757
hs1	71641213	72520865
hs1	74473672	74782696
hs1	75444868	75849357
hs1	76312991	76869220
hs1	92746841	93030549
hs20	13924145	15981839
hs20	15125503	15981839
hs20	16200748	16502078
hs20	19981195	20289349
hs20	20321411	20641266
hs20	40134805	41251971
hs20	51022283	51537372
hs20	8061295	8813545
hs20	9466036	9767522
hs21	16364712	16901413
hs21	16488569	16901413
hs22	42255986	42539451
hs22	45537212	45948386
hs22	47263951	47533750
hs2	109112428	109619489
hs2	114916368	116318406
hs2	115636201	116318406
hs2	124499333	125389331
hs2	133145841	134042501
hs2	134930029	135193040
hs2	135674045	136005276
hs2	137464931	138151757
hs2	140705465	142605740
hs2	143603432	144242390
hs2	15224482	15618905
hs2	152899996	153214592
hs2	158736724	159021460
hs2	159533391	159797414
hs2	162936162	163403486
hs2	162988004	163403486
hs2	169021080	169339398
hs2	173308770	173625866
hs2	1771891	2314052
hs2	180014964	180434312
hs2	185171337	185512457
hs2	196310671	196641781
hs2	196772221	197165580
hs2	205118760	206188782
hs2	225338050	225615574
hs2	225973845	226226978
hs2	232534536	232910152
hs2	236067474	236698853
hs2	27966985	28415269
hs2	27967060	28415269
hs2	43311478	43676617
hs2	44442606	44853233
hs2	61268094	61551353
hs2	63202040	63518590
hs2	72259951	72906685
hs2	936554	1350389
hs2	99530149	100088477
hs3	101019370	101380136
hs3	108724479	109007395
hs3	11289101	11571556
hs3	115540212	116348817
hs3	125296274	125721388
hs3	127905807	128161934
hs3	129355002	129610178
hs3	132736273	133236534
hs3	134239942	134597745
hs3	137538688	137953935
hs3	141136896	141769320
hs3	152287365	152634499
hs3	159310585	159745268
hs3	160474237	161097833
hs3	161956689	162271507
hs3	17174902	17757403
hs3	173241079	173601180
hs3	179736917	180044910
hs3	179759311	180044910
hs3	184378524	184628549
hs3	19165020	19552139
hs3	21437672	21767820
hs3	39826306	40276808
hs3	41263093	41978664
hs3	43382821	43638564
hs3	55517375	56477431
hs3	58702776	59010755
hs3	65314946	65999549
hs3	65319985	65999549
hs3	67507835	67787698
hs3	68136143	68677459
hs3	98016114	98950476
hs4	102930786	103214992
hs4	102954005	103214992
hs4	107186688	107456834
hs4	115968379	116254481
hs4	124063678	124455252
hs4	142006174	142274066
hs4	143168631	143987054
hs4	147395627	147662535
hs4	151405045	152156329
hs4	162524500	163304636
hs4	172971231	174199284
hs4	178886900	179148663
hs4	183482130	183961171
hs4	41057560	41395767
hs4	43871029	44145581
hs4	48194136	48477073
hs4	5104427	5553626
hs4	53433908	53926999
hs4	62045433	62620762
hs4	81475897	82103920
hs4	91375204	91922173
hs4	98699056	99283414
hs5	106744249	107034495
hs5	107223347	107745010
hs5	111526213	111782909
hs5	128824001	129102275
hs5	132560050	132976122
hs5	133444644	133775488
hs5	136338887	136862917
hs5	143530629	143837137
hs5	159922704	160211797
hs5	167114518	167623740
hs5	168996870	169442959
hs5	169713458	170096212
hs5	37415168	37788529
hs5	45295109	45731977
hs5	53216370	53642160
hs5	57914695	58183162
hs5	65927931	66318107
hs5	66160359	66498848
hs5	72957738	73243284
hs5	83273881	83716367
hs5	89890372	90495788
hs5	9088137	9599233
hs5	92979530	93436221
hs5	94068956	94442942
hs6	101063329	101435945
hs6	118335381	118745523
hs6	121442325	121697343
hs6	12825818	13395507
hs6	136214526	136558401
hs6	143423715	143703132
hs6	15354505	15630231
hs6	157140777	157572093
hs6	157722544	158014964
hs6	165664524	165995575
hs6	25387626	25728737
hs6	38244204	38671821
hs6	38798529	39106545
hs6	39411908	39801159
hs6	44904448	45453648
hs6	44905427	45453553
hs6	5206582	5716815
hs6	62447823	63054091
hs7	102240915	102502251
hs7	103756339	104336237
hs7	11380695	11838349
hs7	120416031	120724733
hs7	132120162	132417368
hs7	15206467	15568165
hs7	28305464	28832034
hs7	28418668	28832034
hs7	28441758	28832034
hs7	31795772	32077516
hs7	3307605	4275155
hs7	33911047	34162009
hs7	40141099	40866882
hs7	43118722	43569463
hs7	47281276	47545724
hs7	48208388	48657637
hs7	51051403	51351990
hs7	68702254	69895790
hs7	70235724	70816519
hs7	70885850	71439896
hs7	77484309	78920826
hs7	81417353	81910967
hs7	8440109	8759117
hs7	88226688	88804280
hs7	95239837	95565658
hs8	10791066	11096285
hs8	119270875	119703365
hs8	124933407	125201482
hs8	126173276	126448543
hs8	139211449	139578247
hs8	13991744	15140163
hs8	140811769	141537860
hs8	18429092	18710685
hs8	19305952	19584374
hs8	35521451	35771722
hs8	40507269	40874500
hs8	48336094	48811028
hs8	52394689	52884558
hs8	53185951	53484856
hs8	56177570	56601262
hs8	63324054	64066182
hs8	68496961	68821134
hs8	69512701	69893810
hs8	85258007	85996633
hs8	85258140	85996633
hs8	85259654	85996633
hs8	87947791	88464071
hs8	97726674	98224897
hs8	9949235	10323803
hs8	99536037	99907085
hs9	102830851	103127237
hs9	111582397	111974612
hs9	111582409	111974610
hs9	118227327	118489334
hs9	125181753	125732238
hs9	125203690	125732238
hs9	127239494	127509334
hs9	128716873	129025264
hs9	15543096	15961895
hs9	17125037	17493915
hs9	20648308	20985954
hs9	3214648	3515983
hs9	3237036	3515983
hs9	6747653	7165647
hs9	72339785	72673794
hs9	85052126	85343168
hs9	94127561	94417256
hs9	96528814	96889261
hsX	111212908	111587129
hsX	12066505	12650450
hsX	123339503	123925347
hsX	129585039	129864889
hsX	147389830	147889898
hsX	21302900	21580700
hsX	2147552	2428975
hsX	5818084	6155888
hsX	85290280	85974243
hsY	2147552	2428975
